model,time,delta_time,dataset,encoding,num_slices,num_dimensions,accuracy
DWN,2025-01-28 00:47:19,0.0471,Iris,Scatter Code,50,50,0.9600
DWN,2025-01-28 00:47:19,0.0738,Iris,Linear,,,0.8198
DWN,2025-01-28 00:47:19,0.0473,Iris,Scatter Code,50,50,0.9600
DWN,2025-01-28 00:47:19,1.0798,EEG Eye State,Gaussian,,,0.4811
DWN,2025-01-28 00:47:19,0.0837,Iris,Linear,,,0.8108
DWN,2025-01-28 00:47:19,0.0595,Iris,Scatter Code,50,50,0.9600
DWN,2025-01-28 00:47:19,0.0667,Iris,Linear,,,0.8559
DWN,2025-01-28 00:47:19,0.0513,Iris,Scatter Code,50,50,0.9600
DWN,2025-01-28 00:47:19,0.0492,Iris,Scatter Code,50,50,0.9600
DWN,2025-01-28 00:47:19,0.0742,Iris,Linear,,,0.7658
DWN,2025-01-28 00:47:19,0.0612,Iris,Scatter Code,50,50,0.9600
DWN,2025-01-28 00:47:19,0.0712,Iris,Linear,,,0.7928
DWN,2025-01-28 00:47:19,0.0535,Iris,Linear,,,0.8288
DWN,2025-01-28 00:47:19,0.0544,Iris,Linear,,,0.7838
DWN,2025-01-28 00:47:19,0.0848,Wine Quality,Scatter Code,50,50,0.8198
DWN,2025-01-28 00:47:20,0.0841,Wine Quality,Scatter Code,50,50,0.8468
DWN,2025-01-28 00:47:20,0.0865,Wine Quality,Scatter Code,50,50,0.8198
DWN,2025-01-28 00:47:20,0.0806,Wine Quality,Scatter Code,50,50,0.8288
DWN,2025-01-28 00:47:20,0.0754,Wine Quality,Scatter Code,50,50,0.7748
DWN,2025-01-28 00:47:20,0.0793,Wine Quality,Scatter Code,50,50,0.8198
DWN,2025-01-28 00:47:20,0.0757,Wine Quality,Scatter Code,50,50,0.8288
DWN,2025-01-28 00:47:20,0.0850,Wine Quality,Scatter Code,50,50,0.8108
DWN,2025-01-28 00:47:20,1.1234,EEG Eye State,Gaussian,,,0.4942
DWN,2025-01-28 00:47:20,0.0813,Wine Quality,Scatter Code,50,50,0.8468
DWN,2025-01-28 00:47:20,0.0770,Wine Quality,Scatter Code,50,50,0.8108
DWN,2025-01-28 00:47:20,2.5366,EEG Eye State,Distributive,,,0.8459
DWN,2025-01-28 00:47:21,1.1854,Wine Quality,Distributive,,,0.4681
DWN,2025-01-28 00:47:21,0.8909,EEG Eye State,Gaussian,,,0.5207
DWN,2025-01-28 00:47:22,1.1564,EEG Eye State,Distributive,,,0.4839
DWN,2025-01-28 00:47:22,1.1328,EEG Eye State,Gaussian,,,0.4979
DWN,2025-01-28 00:47:23,2.4829,EEG Eye State,Distributive,,,0.8461
DWN,2025-01-28 00:47:23,1.2667,EEG Eye State,Distributive,,,0.4979
DWN,2025-01-28 00:47:23,1.1708,EEG Eye State,Gaussian,,,0.4779
DWN,2025-01-28 00:47:24,1.2918,EEG Eye State,Distributive,,,0.4895
DWN,2025-01-28 00:47:25,3.3764,EEG Eye State,Distributive,,,0.7551
DWN,2025-01-28 00:47:25,1.1662,EEG Eye State,Linear,,,0.4406
DWN,2025-01-28 00:47:26,1.1911,EEG Eye State,Distributive,,,0.5049
DWN,2025-01-28 00:47:26,1.1150,EEG Eye State,Linear,,,0.4597
DWN,2025-01-28 00:47:26,2.6697,EEG Eye State,Distributive,,,0.8659
DWN,2025-01-28 00:47:27,1.0605,EEG Eye State,Linear,,,0.4326
DWN,2025-01-28 00:47:27,1.2228,EEG Eye State,Distributive,,,0.4904
DWN,2025-01-28 00:47:28,1.1668,EEG Eye State,Linear,,,0.4424
DWN,2025-01-28 00:47:28,3.4742,EEG Eye State,Distributive,,,0.7868
DWN,2025-01-28 00:47:28,1.2229,EEG Eye State,Distributive,,,0.4825
DWN,2025-01-28 00:47:28,2.6427,EEG Eye State,Distributive,,,0.8578
DWN,2025-01-28 00:47:29,1.0430,EEG Eye State,Linear,,,0.4322
DWN,2025-01-28 00:47:29,1.2684,EEG Eye State,Distributive,,,0.4988
DWN,2025-01-28 00:47:30,1.0962,EEG Eye State,Linear,,,0.4695
DWN,2025-01-28 00:47:31,1.1868,EEG Eye State,Distributive,,,0.5030
DWN,2025-01-28 00:47:31,2.5937,EEG Eye State,Gaussian,,,0.6135
DWN,2025-01-28 00:47:31,1.1362,EEG Eye State,Linear,,,0.4373
DWN,2025-01-28 00:47:31,3.2566,EEG Eye State,Distributive,,,0.8155
DWN,2025-01-28 00:47:32,1.2330,EEG Eye State,Distributive,,,0.5207
DWN,2025-01-28 00:47:32,1.0911,EEG Eye State,Linear,,,0.4462
DWN,2025-01-28 00:47:33,1.1860,EEG Eye State,Gaussian,,,0.4490
DWN,2025-01-28 00:47:33,1.1035,EEG Eye State,Linear,,,0.4723
DWN,2025-01-28 00:47:33,2.5550,EEG Eye State,Gaussian,,,0.6224
DWN,2025-01-28 00:47:34,1.2243,EEG Eye State,Gaussian,,,0.4830
DWN,2025-01-28 00:47:35,1.1012,EEG Eye State,Linear,,,0.4825
DWN,2025-01-28 00:47:35,3.3607,EEG Eye State,Distributive,,,0.8299
DWN,2025-01-28 00:47:36,1.5245,EEG Eye State,Gaussian,,,0.4844
DWN,2025-01-28 00:47:37,1.9466,EEG Eye State,Scatter Code,10,200,0.3594
DWN,2025-01-28 00:47:37,3.3565,EEG Eye State,Gaussian,,,0.6161
DWN,2025-01-28 00:47:38,2.0546,EEG Eye State,Gaussian,,,0.4699
DWN,2025-01-28 00:47:39,1.8713,EEG Eye State,Scatter Code,10,200,0.3319
DWN,2025-01-28 00:47:40,2.0344,EEG Eye State,Gaussian,,,0.4834
DWN,2025-01-28 00:47:40,1.8680,EEG Eye State,Scatter Code,10,200,0.4331
DWN,2025-01-28 00:47:41,5.9056,EEG Eye State,Distributive,,,0.8495
DWN,2025-01-28 00:47:41,4.2731,EEG Eye State,Gaussian,,,0.6193
DWN,2025-01-28 00:47:42,1.9952,EEG Eye State,Gaussian,,,0.4690
DWN,2025-01-28 00:47:42,1.8971,EEG Eye State,Scatter Code,10,200,0.3277
DWN,2025-01-28 00:47:44,1.9481,EEG Eye State,Gaussian,,,0.4807
DWN,2025-01-28 00:47:44,1.8622,EEG Eye State,Scatter Code,10,200,0.4000
DWN,2025-01-28 00:47:45,4.3201,EEG Eye State,Gaussian,,,0.6191
DWN,2025-01-28 00:47:46,5.2014,EEG Eye State,Distributive,,,0.8455
DWN,2025-01-28 00:47:46,2.0175,EEG Eye State,Gaussian,,,0.5007
DWN,2025-01-28 00:47:46,1.9666,EEG Eye State,Scatter Code,10,200,0.4075
DWN,2025-01-28 00:47:48,2.0264,EEG Eye State,Gaussian,,,0.5240
DWN,2025-01-28 00:47:48,1.9244,EEG Eye State,Scatter Code,10,200,0.3427
DWN,2025-01-28 00:47:50,1.9467,EEG Eye State,Gaussian,,,0.4895
DWN,2025-01-28 00:47:50,4.3985,EEG Eye State,Gaussian,,,0.6268
DWN,2025-01-28 00:47:50,1.8828,EEG Eye State,Scatter Code,10,200,0.3193
DWN,2025-01-28 00:47:52,1.9462,EEG Eye State,Linear,,,0.4163
DWN,2025-01-28 00:47:52,1.8710,EEG Eye State,Scatter Code,10,200,0.4200
DWN,2025-01-28 00:47:52,6.2552,EEG Eye State,Distributive,,,0.8507
DWN,2025-01-28 00:47:54,1.9693,EEG Eye State,Linear,,,0.4508
DWN,2025-01-28 00:47:54,1.9347,EEG Eye State,Scatter Code,10,200,0.3524
DWN,2025-01-28 00:47:54,4.1234,EEG Eye State,Gaussian,,,0.6511
DWN,2025-01-28 00:47:55,1.0760,EEG Eye State,Linear,,,0.4457
DWN,2025-01-28 00:47:56,1.0663,EEG Eye State,Linear,,,0.4825
DWN,2025-01-28 00:47:56,4.0805,EEG Eye State,Distributive,,,0.8538
DWN,2025-01-28 00:47:56,2.4074,MAGIC Gamma Telescope,Gaussian,,,0.6527
DWN,2025-01-28 00:47:57,1.1365,EEG Eye State,Linear,,,0.4695
DWN,2025-01-28 00:47:57,3.0610,MAGIC Gamma Telescope,Distributive,,,0.8162
DWN,2025-01-28 00:47:58,1.2596,EEG Eye State,Linear,,,0.4667
DWN,2025-01-28 00:47:59,2.5461,MAGIC Gamma Telescope,Gaussian,,,0.6386
DWN,2025-01-28 00:47:59,3.3875,EEG Eye State,Distributive,,,0.8697
DWN,2025-01-28 00:48:00,1.2695,EEG Eye State,Linear,,,0.4620
DWN,2025-01-28 00:48:00,3.1730,MAGIC Gamma Telescope,Distributive,,,0.7708
DWN,2025-01-28 00:48:01,1.2737,EEG Eye State,Linear,,,0.4322
DWN,2025-01-28 00:48:02,2.5263,MAGIC Gamma Telescope,Gaussian,,,0.6610
DWN,2025-01-28 00:48:02,1.1453,EEG Eye State,Linear,,,0.4490
DWN,2025-01-28 00:48:03,3.4521,EEG Eye State,Distributive,,,0.8617
DWN,2025-01-28 00:48:03,1.2434,EEG Eye State,Linear,,,0.4648
DWN,2025-01-28 00:48:03,2.9712,MAGIC Gamma Telescope,Distributive,,,0.7838
DWN,2025-01-28 00:48:04,2.4998,MAGIC Gamma Telescope,Linear,,,0.5342
DWN,2025-01-28 00:48:05,1.3392,EEG Eye State,Scatter Code,50,50,0.4135
DWN,2025-01-28 00:48:06,1.3133,EEG Eye State,Scatter Code,50,50,0.3469
DWN,2025-01-28 00:48:07,3.5728,EEG Eye State,Gaussian,,,0.6015
DWN,2025-01-28 00:48:07,3.2788,MAGIC Gamma Telescope,Distributive,,,0.7870
DWN,2025-01-28 00:48:07,2.8305,MAGIC Gamma Telescope,Linear,,,0.4656
DWN,2025-01-28 00:48:07,1.3661,EEG Eye State,Scatter Code,50,50,0.3622
DWN,2025-01-28 00:48:09,1.4101,EEG Eye State,Scatter Code,50,50,0.2597
DWN,2025-01-28 00:48:10,2.6512,MAGIC Gamma Telescope,Linear,,,0.4658
DWN,2025-01-28 00:48:10,3.2582,MAGIC Gamma Telescope,Distributive,,,0.8042
DWN,2025-01-28 00:48:10,1.3744,EEG Eye State,Scatter Code,50,50,0.3366
DWN,2025-01-28 00:48:11,4.0901,EEG Eye State,Gaussian,,,0.6011
DWN,2025-01-28 00:48:12,1.4586,EEG Eye State,Scatter Code,50,50,0.3445
DWN,2025-01-28 00:48:12,2.8199,MAGIC Gamma Telescope,Linear,,,0.4713
DWN,2025-01-28 00:48:13,1.4030,EEG Eye State,Scatter Code,50,50,0.3352
DWN,2025-01-28 00:48:13,3.2934,MAGIC Gamma Telescope,Distributive,,,0.7980
DWN,2025-01-28 00:48:15,3.9335,EEG Eye State,Gaussian,,,0.6193
DWN,2025-01-28 00:48:15,1.4184,EEG Eye State,Scatter Code,50,50,0.3758
DWN,2025-01-28 00:48:15,2.7798,MAGIC Gamma Telescope,Linear,,,0.5342
DWN,2025-01-28 00:48:16,1.3418,EEG Eye State,Scatter Code,50,50,0.4326
DWN,2025-01-28 00:48:17,3.3153,MAGIC Gamma Telescope,Distributive,,,0.8147
DWN,2025-01-28 00:48:17,1.4085,EEG Eye State,Scatter Code,50,50,0.4009
DWN,2025-01-28 00:48:18,2.5570,MAGIC Gamma Telescope,Linear,,,0.5380
DWN,2025-01-28 00:48:18,3.5168,MAGIC Gamma Telescope,Gaussian,,,0.6331
DWN,2025-01-28 00:48:20,2.9632,MAGIC Gamma Telescope,Distributive,,,0.8107
DWN,2025-01-28 00:48:20,2.4799,MAGIC Gamma Telescope,Linear,,,0.5344
DWN,2025-01-28 00:48:21,3.4550,MAGIC Gamma Telescope,Distributive,,,0.8015
DWN,2025-01-28 00:48:22,3.4586,MAGIC Gamma Telescope,Gaussian,,,0.6117
DWN,2025-01-28 00:48:23,2.9811,MAGIC Gamma Telescope,Distributive,,,0.8066
DWN,2025-01-28 00:48:23,2.4251,MAGIC Gamma Telescope,Linear,,,0.5340
DWN,2025-01-28 00:48:25,3.3768,MAGIC Gamma Telescope,Distributive,,,0.7951
DWN,2025-01-28 00:48:25,2.5407,MAGIC Gamma Telescope,Linear,,,0.4658
DWN,2025-01-28 00:48:25,3.6021,MAGIC Gamma Telescope,Gaussian,,,0.6432
DWN,2025-01-28 00:48:26,3.1593,MAGIC Gamma Telescope,Distributive,,,0.8166
DWN,2025-01-28 00:48:28,2.5941,MAGIC Gamma Telescope,Linear,,,0.5342
DWN,2025-01-28 00:48:28,3.4847,MAGIC Gamma Telescope,Distributive,,,0.8287
DWN,2025-01-28 00:48:29,3.7883,MAGIC Gamma Telescope,Gaussian,,,0.6416
DWN,2025-01-28 00:48:30,3.9919,MAGIC Gamma Telescope,Gaussian,,,0.7939
DWN,2025-01-28 00:48:33,5.0707,MAGIC Gamma Telescope,Scatter Code,10,200,0.4658
DWN,2025-01-28 00:48:35,6.4735,MAGIC Gamma Telescope,Distributive,,,0.8021
DWN,2025-01-28 00:48:35,5.8642,MAGIC Gamma Telescope,Gaussian,,,0.6630
DWN,2025-01-28 00:48:35,5.5950,MAGIC Gamma Telescope,Gaussian,,,0.7953
DWN,2025-01-28 00:48:38,4.9438,MAGIC Gamma Telescope,Scatter Code,10,200,0.4656
DWN,2025-01-28 00:48:41,5.7975,MAGIC Gamma Telescope,Gaussian,,,0.6436
DWN,2025-01-28 00:48:41,6.4096,MAGIC Gamma Telescope,Distributive,,,0.8061
DWN,2025-01-28 00:48:41,5.8379,MAGIC Gamma Telescope,Gaussian,,,0.8039
DWN,2025-01-28 00:48:43,4.9410,MAGIC Gamma Telescope,Scatter Code,10,200,0.5344
DWN,2025-01-28 00:48:47,5.5530,MAGIC Gamma Telescope,Gaussian,,,0.8171
DWN,2025-01-28 00:48:47,6.5158,MAGIC Gamma Telescope,Gaussian,,,0.6468
DWN,2025-01-28 00:48:47,6.4672,MAGIC Gamma Telescope,Distributive,,,0.8083
DWN,2025-01-28 00:48:48,4.9426,MAGIC Gamma Telescope,Scatter Code,10,200,0.4656
DWN,2025-01-28 00:48:53,5.8498,MAGIC Gamma Telescope,Gaussian,,,0.7857
DWN,2025-01-28 00:48:53,5.0396,MAGIC Gamma Telescope,Scatter Code,10,200,0.4656
DWN,2025-01-28 00:48:53,5.9993,MAGIC Gamma Telescope,Linear,,,0.5344
DWN,2025-01-28 00:48:54,6.4571,MAGIC Gamma Telescope,Distributive,,,0.8179
DWN,2025-01-28 00:48:58,5.0160,MAGIC Gamma Telescope,Scatter Code,10,200,0.5342
DWN,2025-01-28 00:48:58,5.7769,MAGIC Gamma Telescope,Gaussian,,,0.8052
DWN,2025-01-28 00:49:00,6.2717,MAGIC Gamma Telescope,Linear,,,0.4672
DWN,2025-01-28 00:49:00,6.4504,MAGIC Gamma Telescope,Distributive,,,0.8063
DWN,2025-01-28 00:49:03,5.0318,MAGIC Gamma Telescope,Scatter Code,10,200,0.4656
DWN,2025-01-28 00:49:04,5.8711,MAGIC Gamma Telescope,Gaussian,,,0.8181
DWN,2025-01-28 00:49:06,6.0760,MAGIC Gamma Telescope,Linear,,,0.5344
DWN,2025-01-28 00:49:07,6.4712,MAGIC Gamma Telescope,Distributive,,,0.8192
DWN,2025-01-28 00:49:08,4.9013,MAGIC Gamma Telescope,Scatter Code,10,200,0.5342
DWN,2025-01-28 00:49:10,5.7941,MAGIC Gamma Telescope,Gaussian,,,0.7854
DWN,2025-01-28 00:49:12,6.0700,MAGIC Gamma Telescope,Linear,,,0.5340
DWN,2025-01-28 00:49:13,4.9938,MAGIC Gamma Telescope,Scatter Code,10,200,0.4658
DWN,2025-01-28 00:49:13,6.3663,MAGIC Gamma Telescope,Distributive,,,0.8197
DWN,2025-01-28 00:49:16,5.8644,MAGIC Gamma Telescope,Gaussian,,,0.7846
DWN,2025-01-28 00:49:17,5.7595,MAGIC Gamma Telescope,Linear,,,0.5342
DWN,2025-01-28 00:49:18,5.0529,MAGIC Gamma Telescope,Scatter Code,10,200,0.5344
DWN,2025-01-28 00:49:19,5.3941,MAGIC Gamma Telescope,Gaussian,,,0.7558
DWN,2025-01-28 00:49:20,3.5280,MAGIC Gamma Telescope,Gaussian,,,0.7706
DWN,2025-01-28 00:49:20,2.2227,MAGIC Gamma Telescope,Linear,,,0.4715
DWN,2025-01-28 00:49:21,2.2327,MAGIC Gamma Telescope,Gaussian,,,0.7518
DWN,2025-01-28 00:49:21,0.1407,Statlog (Vehicle Silhouettes),Distributive,,,0.6107
DWN,2025-01-28 00:49:22,0.1487,Statlog (Vehicle Silhouettes),Distributive,,,0.6929
DWN,2025-01-28 00:49:22,0.1376,Statlog (Vehicle Silhouettes),Distributive,,,0.7286
DWN,2025-01-28 00:49:22,0.1433,Statlog (Vehicle Silhouettes),Distributive,,,0.7036
DWN,2025-01-28 00:49:22,2.1706,MAGIC Gamma Telescope,Linear,,,0.4658
DWN,2025-01-28 00:49:22,2.3908,Statlog (Vehicle Silhouettes),Linear,,,0.7875
DWN,2025-01-28 00:49:22,0.1508,Statlog (Vehicle Silhouettes),Distributive,,,0.6786
DWN,2025-01-28 00:49:22,0.1421,Statlog (Vehicle Silhouettes),Distributive,,,0.7357
DWN,2025-01-28 00:49:22,0.1494,Statlog (Vehicle Silhouettes),Distributive,,,0.7500
DWN,2025-01-28 00:49:22,0.1577,Statlog (Vehicle Silhouettes),Distributive,,,0.7536
DWN,2025-01-28 00:49:23,0.1409,Statlog (Vehicle Silhouettes),Distributive,,,0.7179
DWN,2025-01-28 00:49:23,0.1632,Statlog (Vehicle Silhouettes),Distributive,,,0.6821
DWN,2025-01-28 00:49:23,0.1370,Statlog (Vehicle Silhouettes),Gaussian,,,0.6357
DWN,2025-01-28 00:49:23,0.1451,Statlog (Vehicle Silhouettes),Gaussian,,,0.6464
DWN,2025-01-28 00:49:23,0.1432,Statlog (Vehicle Silhouettes),Gaussian,,,0.7214
DWN,2025-01-28 00:49:23,0.1540,Statlog (Vehicle Silhouettes),Gaussian,,,0.7107
DWN,2025-01-28 00:49:24,0.1477,Statlog (Vehicle Silhouettes),Gaussian,,,0.7000
DWN,2025-01-28 00:49:24,0.1321,Statlog (Vehicle Silhouettes),Gaussian,,,0.7036
DWN,2025-01-28 00:49:24,0.1368,Statlog (Vehicle Silhouettes),Gaussian,,,0.7750
DWN,2025-01-28 00:49:24,0.1390,Statlog (Vehicle Silhouettes),Gaussian,,,0.7536
DWN,2025-01-28 00:49:24,0.1485,Statlog (Vehicle Silhouettes),Gaussian,,,0.7607
DWN,2025-01-28 00:49:24,3.2687,MAGIC Gamma Telescope,Gaussian,,,0.8002
DWN,2025-01-28 00:49:24,0.1564,Statlog (Vehicle Silhouettes),Gaussian,,,0.7893
DWN,2025-01-28 00:49:25,0.1604,Statlog (Vehicle Silhouettes),Linear,,,0.5571
DWN,2025-01-28 00:49:25,0.1409,Statlog (Vehicle Silhouettes),Linear,,,0.6321
DWN,2025-01-28 00:49:25,0.1580,Statlog (Vehicle Silhouettes),Linear,,,0.6357
DWN,2025-01-28 00:49:25,0.1463,Statlog (Vehicle Silhouettes),Linear,,,0.6643
DWN,2025-01-28 00:49:25,3.0533,Statlog (Vehicle Silhouettes),Linear,,,0.7583
DWN,2025-01-28 00:49:25,0.1442,Statlog (Vehicle Silhouettes),Linear,,,0.7000
DWN,2025-01-28 00:49:25,0.1461,Statlog (Vehicle Silhouettes),Linear,,,0.6607
DWN,2025-01-28 00:49:25,3.3946,MAGIC Gamma Telescope,Linear,,,0.5344
DWN,2025-01-28 00:49:25,0.1588,Statlog (Vehicle Silhouettes),Linear,,,0.6929
DWN,2025-01-28 00:49:26,0.1483,Statlog (Vehicle Silhouettes),Linear,,,0.6536
DWN,2025-01-28 00:49:26,0.1539,Statlog (Vehicle Silhouettes),Linear,,,0.6786
DWN,2025-01-28 00:49:26,0.1382,Statlog (Vehicle Silhouettes),Linear,,,0.6536
DWN,2025-01-28 00:49:27,0.3469,Statlog (Vehicle Silhouettes),Scatter Code,10,200,0.2821
DWN,2025-01-28 00:49:27,0.3403,Statlog (Vehicle Silhouettes),Scatter Code,10,200,0.2821
DWN,2025-01-28 00:49:27,0.3306,Statlog (Vehicle Silhouettes),Scatter Code,10,200,0.2821
DWN,2025-01-28 00:49:28,0.3351,Statlog (Vehicle Silhouettes),Scatter Code,10,200,0.2929
DWN,2025-01-28 00:49:28,0.3443,Statlog (Vehicle Silhouettes),Scatter Code,10,200,0.2000
DWN,2025-01-28 00:49:28,0.3295,Statlog (Vehicle Silhouettes),Scatter Code,10,200,0.2000
DWN,2025-01-28 00:49:29,0.3344,Statlog (Vehicle Silhouettes),Scatter Code,10,200,0.2821
DWN,2025-01-28 00:49:29,0.3311,Statlog (Vehicle Silhouettes),Scatter Code,10,200,0.2929
DWN,2025-01-28 00:49:29,5.0555,MAGIC Gamma Telescope,Gaussian,,,0.8171
DWN,2025-01-28 00:49:29,0.3353,Statlog (Vehicle Silhouettes),Scatter Code,10,200,0.2250
DWN,2025-01-28 00:49:30,0.3293,Statlog (Vehicle Silhouettes),Scatter Code,10,200,0.2000
DWN,2025-01-28 00:49:30,4.8604,Statlog (Vehicle Silhouettes),Linear,,,0.7932
DWN,2025-01-28 00:49:30,4.8501,MAGIC Gamma Telescope,Linear,,,0.4658
DWN,2025-01-28 00:49:30,0.1822,Maternal Health Risk,Distributive,,,0.6328
DWN,2025-01-28 00:49:30,0.2188,Maternal Health Risk,Distributive,,,0.6597
DWN,2025-01-28 00:49:31,0.1655,Maternal Health Risk,Distributive,,,0.6925
DWN,2025-01-28 00:49:31,0.1619,Maternal Health Risk,Distributive,,,0.6597
DWN,2025-01-28 00:49:31,0.1774,Maternal Health Risk,Distributive,,,0.6896
DWN,2025-01-28 00:49:31,0.1770,Maternal Health Risk,Distributive,,,0.7075
DWN,2025-01-28 00:49:31,0.1855,Maternal Health Risk,Distributive,,,0.7045
DWN,2025-01-28 00:49:31,0.1825,Maternal Health Risk,Distributive,,,0.7284
DWN,2025-01-28 00:49:32,0.1662,Maternal Health Risk,Distributive,,,0.7104
DWN,2025-01-28 00:49:32,0.1686,Maternal Health Risk,Distributive,,,0.7284
DWN,2025-01-28 00:49:32,0.1745,Maternal Health Risk,Gaussian,,,0.6000
DWN,2025-01-28 00:49:32,0.1743,Maternal Health Risk,Gaussian,,,0.6119
DWN,2025-01-28 00:49:32,0.1940,Maternal Health Risk,Gaussian,,,0.6030
DWN,2025-01-28 00:49:33,0.2171,Maternal Health Risk,Gaussian,,,0.6299
DWN,2025-01-28 00:49:33,0.1843,Maternal Health Risk,Gaussian,,,0.6806
DWN,2025-01-28 00:49:33,3.0470,Maternal Health Risk,Linear,,,0.7497
DWN,2025-01-28 00:49:33,3.6340,MAGIC Gamma Telescope,Gaussian,,,0.7905
DWN,2025-01-28 00:49:33,0.1933,Maternal Health Risk,Gaussian,,,0.7075
DWN,2025-01-28 00:49:33,0.2018,Maternal Health Risk,Gaussian,,,0.6866
DWN,2025-01-28 00:49:33,0.1782,Maternal Health Risk,Gaussian,,,0.7075
DWN,2025-01-28 00:49:34,0.1932,Maternal Health Risk,Gaussian,,,0.6418
DWN,2025-01-28 00:49:34,0.2031,Maternal Health Risk,Gaussian,,,0.6657
DWN,2025-01-28 00:49:34,3.6777,MAGIC Gamma Telescope,Linear,,,0.4713
DWN,2025-01-28 00:49:34,0.2220,Maternal Health Risk,Linear,,,0.6179
DWN,2025-01-28 00:49:34,0.2318,Maternal Health Risk,Linear,,,0.5910
DWN,2025-01-28 00:49:35,0.2153,Maternal Health Risk,Linear,,,0.6478
DWN,2025-01-28 00:49:35,0.2294,Maternal Health Risk,Linear,,,0.6567
DWN,2025-01-28 00:49:35,0.2139,Maternal Health Risk,Linear,,,0.6478
DWN,2025-01-28 00:49:35,0.1887,Maternal Health Risk,Linear,,,0.6746
DWN,2025-01-28 00:49:35,0.1973,Maternal Health Risk,Linear,,,0.6657
DWN,2025-01-28 00:49:36,0.2056,Maternal Health Risk,Linear,,,0.6328
DWN,2025-01-28 00:49:36,0.1931,Maternal Health Risk,Linear,,,0.6806
DWN,2025-01-28 00:49:36,0.1908,Maternal Health Risk,Linear,,,0.6358
DWN,2025-01-28 00:49:36,3.1897,Maternal Health Risk,Linear,,,0.7835
DWN,2025-01-28 00:49:37,0.2788,Maternal Health Risk,Scatter Code,10,200,0.6030
DWN,2025-01-28 00:49:37,3.7155,MAGIC Gamma Telescope,Gaussian,,,0.7972
DWN,2025-01-28 00:49:37,0.2821,Maternal Health Risk,Scatter Code,10,200,0.5701
DWN,2025-01-28 00:49:37,0.2835,Maternal Health Risk,Scatter Code,10,200,0.4060
DWN,2025-01-28 00:49:37,0.2916,Maternal Health Risk,Scatter Code,10,200,0.5313
DWN,2025-01-28 00:49:38,0.2911,Maternal Health Risk,Scatter Code,10,200,0.5881
DWN,2025-01-28 00:49:38,0.2705,Maternal Health Risk,Scatter Code,10,200,0.4925
DWN,2025-01-28 00:49:38,4.2316,MAGIC Gamma Telescope,Scatter Code,50,50,0.4658
DWN,2025-01-28 00:49:38,0.2840,Maternal Health Risk,Scatter Code,10,200,0.6328
DWN,2025-01-28 00:49:39,0.2812,Maternal Health Risk,Scatter Code,10,200,0.5433
DWN,2025-01-28 00:49:39,0.2740,Maternal Health Risk,Scatter Code,10,200,0.5940
DWN,2025-01-28 00:49:39,0.2797,Maternal Health Risk,Scatter Code,10,200,0.5045
DWN,2025-01-28 00:49:39,0.0519,Glass Identification,Distributive,,,0.6620
DWN,2025-01-28 00:49:39,0.0463,Glass Identification,Distributive,,,0.6479
DWN,2025-01-28 00:49:39,0.0502,Glass Identification,Distributive,,,0.6761
DWN,2025-01-28 00:49:40,0.0431,Glass Identification,Distributive,,,0.5775
DWN,2025-01-28 00:49:40,0.0611,Glass Identification,Distributive,,,0.6620
DWN,2025-01-28 00:49:40,0.0549,Glass Identification,Distributive,,,0.7183
DWN,2025-01-28 00:49:40,0.0498,Glass Identification,Distributive,,,0.7887
DWN,2025-01-28 00:49:40,0.0503,Glass Identification,Distributive,,,0.7183
DWN,2025-01-28 00:49:40,0.0427,Glass Identification,Distributive,,,0.7606
DWN,2025-01-28 00:49:40,0.0499,Glass Identification,Distributive,,,0.7183
DWN,2025-01-28 00:49:40,0.0409,Glass Identification,Gaussian,,,0.5634
DWN,2025-01-28 00:49:40,0.0444,Glass Identification,Gaussian,,,0.5915
DWN,2025-01-28 00:49:40,0.0455,Glass Identification,Gaussian,,,0.6197
DWN,2025-01-28 00:49:40,0.0498,Glass Identification,Gaussian,,,0.6620
DWN,2025-01-28 00:49:40,0.0489,Glass Identification,Gaussian,,,0.6479
DWN,2025-01-28 00:49:40,0.0561,Glass Identification,Gaussian,,,0.6761
DWN,2025-01-28 00:49:40,0.0481,Glass Identification,Gaussian,,,0.6338
DWN,2025-01-28 00:49:40,4.1986,Glass Identification,Linear,,,0.7687
DWN,2025-01-28 00:49:40,0.0598,Glass Identification,Gaussian,,,0.6479
DWN,2025-01-28 00:49:40,0.0466,Glass Identification,Gaussian,,,0.7324
DWN,2025-01-28 00:49:40,0.0542,Glass Identification,Gaussian,,,0.6761
DWN,2025-01-28 00:49:41,0.0452,Glass Identification,Linear,,,0.6056
DWN,2025-01-28 00:49:41,0.0519,Glass Identification,Linear,,,0.7183
DWN,2025-01-28 00:49:41,0.0585,Glass Identification,Linear,,,0.6479
DWN,2025-01-28 00:49:41,0.0549,Glass Identification,Linear,,,0.5775
DWN,2025-01-28 00:49:41,0.0506,Glass Identification,Linear,,,0.6338
DWN,2025-01-28 00:49:41,0.0491,Glass Identification,Linear,,,0.7183
DWN,2025-01-28 00:49:41,0.0553,Glass Identification,Linear,,,0.6620
DWN,2025-01-28 00:49:41,0.0505,Glass Identification,Linear,,,0.7042
DWN,2025-01-28 00:49:41,0.0487,Glass Identification,Linear,,,0.6761
DWN,2025-01-28 00:49:41,0.0464,Glass Identification,Linear,,,0.6901
DWN,2025-01-28 00:49:41,4.4606,MAGIC Gamma Telescope,Gaussian,,,0.8048
